Year 12 / Senior Secondary Certificate of Education
AQF 1 - Certificate I
AQF 2 - Certificate II
AQF 3 - Certificate III
AQF 4 - Certificate IV
AQF 5 - Diploma
AQF 6 - Advanced Diploma / Associate Degree
AQF 7 - Bachelor Degree
AQF 8 - Bachelor Honours Degree / Graduate Certificate / Graduate Diploma
AQF 9 - Masters Degree
AQF 10 - Doctoral Degree
None
