Compute Canada HPC; ;CIP Calcul Canada
University compute centre; ;Centre d’informatique de l’université
Other HPC; ;Autre CIP
Cloud; ;Nuage
Stand-alone server(s); ;Serveur(s) autonome(s)
Laptop/desktop; ;Ordinateur portable ou non
Mobile; ;Appareil mobile
Other; ;Autre
