Full-time; ;Temps plein 
Part-time; ;Temps partiel 
Co-op/Intern; ;Travail-études/stage 
Grad Student; ;Étudiant de deuxième cycle 
Postdoc; ;Postdoctorant 
Contract; ;Sous-traitant 
Consultant; ;Consultant 
Self-employed; ;Travailleur autonome 
Other; ;Autre
