"Same researcher(s)";"Die selben Wissenschaftler";"Même(s) chercheur(s)"
"Regularly change researcher(s)";"Regelmäßig andere Wissenschaftler";"Les chercheurs changent souvent."
"Different researchers, same research group";"Verschiedene Forscher, selbe Arbeitsgruppe."
