How is your current research software work funded?,Count [PERCENTAGE]
 How is your current research software work funded? [Employer],31.70731707317073
 How is your current research software work funded? [Natural Sciences and Engineering Research Council of Canada (NSERC)],26.21951219512195
 How is your current research software work funded? [Canadian Foundation for Innovation (CFI)],11.585365853658537
 How is your current research software work funded? [CANARIE],10.365853658536585
 How is your current research software work funded? [I don't know],6.707317073170732
 How is your current research software work funded? [Canadian Institutes of Health Research (CIHR)],6.097560975609756
 How is your current research software work funded? [Genome Canada],4.878048780487805
 How is your current research software work funded? [Social Sciences and Humanities Research Council (SSHRC)],2.4390243902439024
