"Permanent -- funded by Institution core funding";"Permanent -- finanziert durch Institutsmittel"
"Permanent -- as long as funding is available";"Permanent -- finanziert durch Drittmittel"
"Fixed term";"Befristeter Vertrag"
"Agency staff";"Leiharbeiter/Fremdarbeiter"
"Freelancer consultant contractor";"Selbständig/Freischaffend"
"Zero hours contract";"Arbeitsvertrag mit einer Mindestbeschäftigungszeit von null Stunden"
"Other/Not listed";"Anderer/Nicht aufgeführt"
