"GSCEs";"Mittlerer Schulabschluss, Mittlere Reife, Sekundarabschluss I, Realschulabschluss"
"Final secondary-school examinations, general qualification for university entrance";"Allgemeine Hochschulreife, Abitur"
"Further Education (NVQ A-Level, ...)";" ? Fällt das in DE unter Andere, oder meint das z.B. eine Ausbildung ?"
"Undergraduate degree"; "Bachelor"
"Master degree";"Master, Diplom"
"Doctorate";"Promotion (Doktor)"
"None";"Keine"
"Other";"Andere"
