"GSCEs";"Mittlerer Schulabschluss, Mittlere Reife, Sekundarabschluss I, Realschulabschluss"
"Final secondary-school examinations, general qualification for university entrance";"Allgemeine Hochschulreife, Abitur"
"Undergraduate degree";"Bachelor"
"Master degree";"Master, Diplom"
"Doctorate";"Promotion (Doktor)"
"None";"Keine"
