How often do you associate your software with a Digital Object Identifier (DOI)?,open3can[SQ001]. How often do you associate your software with a Digital Object Identifier (DOI)? [] [PERCENTAGE]
﻿1 (None at all),3.7735849056603774
2,11.320754716981133
3,13.20754716981132
4,1.8867924528301887
5,18.867924528301888
6,7.547169811320755
7,13.20754716981132
8,7.547169811320755
9,1.8867924528301887
10 (All my time),20.754716981132077
