How do you meet other RSEs?,Count [PERCENTAGE]
N/A,71.07843137254902
Local RSE group/network,14.705882352941178
DE-RSE Community (http://de-rse.org),9.803921568627452
UK RSE Association (http://rse.ac.uk/),4.411764705882353
