"How would you describe your ethnic origin? This refers to people who share the same cultural background and identity, not country of birth or nationality","socio5. How would you describe your ethnic origin? This refers to people who share the same cultural background and identity, not country of birth or nationality. [PERCENTAGE]"
White: English / Welsh / Scottish / Northern Irish / British,64.76190476190476
White: Any other White background,27.142857142857142
Asian / Asian British: Chinese,2.380952380952381
White: Irish,1.4285714285714286
Other Ethnic group: Any other ethnic group,1.4285714285714286
"Mixed / Multipe Ethnic groups: Any other Mixed / Multiple ethnic background,",0.9523809523809524
Black / African / Caribbean / Black Britsh:  African,0.9523809523809524
Asian / Asian British: Indian,0.4761904761904762
Mixed / Multipe Ethnic groups: White and Black Caribbean,0.4761904761904762
