How often do you associate your software with a Digital Object Identifier (DOI)?,open3can[SQ001]. How often do you associate your software with a Digital Object Identifier (DOI)? [] [PERCENTAGE]
Never,0.0
Sometimes,57.692307692307686
Often,15.384615384615385
Very Often,9.615384615384617
Always,17.307692307692307
