Reasons to choose this job,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Rank 6,Rank 7,Rank 8
Desire to work in a research environment,28.947368421052634,20.526315789473685,20.0,15.789473684210526,7.894736842105263,3.1578947368421053,2.631578947368421,1.0526315789473684
Desire to advance research,20.43010752688172,20.43010752688172,22.043010752688172,11.29032258064516,12.903225806451612,8.064516129032258,4.838709677419355,0.0
Opportunity to develop software,18.6046511627907,19.186046511627907,15.11627906976744,14.534883720930234,13.953488372093023,5.813953488372093,6.976744186046512,5.813953488372093
I want to learn new skills,15.976331360946746,16.56804733727811,13.609467455621301,18.34319526627219,13.609467455621301,11.834319526627219,6.508875739644971,3.5502958579881656
Freedom to choose own working practices,14.64968152866242,12.101910828025478,17.8343949044586,14.012738853503185,13.375796178343949,11.464968152866243,12.738853503184714,3.821656050955414
Opportunity for career advancement,14.492753623188406,16.666666666666664,11.594202898550725,10.144927536231885,10.144927536231885,13.043478260869565,11.594202898550725,12.318840579710146
Ability to work across disciplines,10.273972602739725,21.232876712328768,18.493150684931507,14.383561643835616,11.643835616438356,14.383561643835616,4.10958904109589,5.47945205479452
Flexible working hours,9.395973154362416,9.395973154362416,8.724832214765101,18.120805369127517,15.436241610738255,12.751677852348994,10.738255033557047,15.436241610738255
The salary,7.894736842105263,4.385964912280701,7.894736842105263,13.157894736842104,11.403508771929824,14.035087719298245,23.684210526315788,17.543859649122805
