How often do you associate your software with a Digital Object Identifier (DOI)?,open3can[SQ001]. How often do you associate your software with a Digital Object Identifier (DOI)? [] [PERCENTAGE]
1 (Never),0.0
2,6.382978723404255
3,10.638297872340425
4,4.25531914893617
5,25.53191489361702
6,6.382978723404255
7,8.51063829787234
8,21.27659574468085
9,6.382978723404255
10 (Always),10.638297872340425
