Where was your previous job based?,prevEmp1. Where was your previous job based? [PERCENTAGE]
University,59.09090909090909
This is my first job,18.181818181818183
Private Company,13.636363636363635
"Research Organisation (e.g. SKA, HartRAO, SAEON, SANSA, ...)",9.090909090909092
